"ByteArrayEncoder.java:48"$1$"	}"
"ByteArrayEncoder.java:49"$0$""
"ByteArrayEncoder.java:50"$0$"	@Override"
"ByteArrayEncoder.java:51"$0$"	public Flux<DataBuffer> encode(Publisher<? extends byte[]> inputStream,"
"ByteArrayEncoder.java:52"$0$"			DataBufferFactory bufferFactory, ResolvableType elementType, @Nullable MimeType mimeType,"
"ByteArrayEncoder.java:53"$1$"			@Nullable Map<String, Object> hints) {"
"ByteArrayEncoder.java:54"$1$""
"ByteArrayEncoder.java:55"$0$"		// Use (byte[] bytes) for Eclipse"
"ByteArrayEncoder.java:56"$1$"		return Flux.from(inputStream).map((byte[] bytes) ->"
"ByteArrayEncoder.java:57"$1$"				encodeValue(bytes, bufferFactory, elementType, mimeType, hints));"
"ByteArrayEncoder.java:58"$1$"	}"
"ByteArrayEncoder.java:59"$0$""
"ByteArrayEncoder.java:60"$0$"	@Override"
"ByteArrayEncoder.java:61"$0$"	public DataBuffer encodeValue(byte[] bytes, DataBufferFactory bufferFactory,"
"ByteArrayEncoder.java:62"$1$"			ResolvableType valueType, @Nullable MimeType mimeType, @Nullable Map<String, Object> hints) {"
"ByteArrayEncoder.java:63"$1$""
"ByteArrayEncoder.java:64"$1$"		DataBuffer dataBuffer = bufferFactory.wrap(bytes);"
"ByteArrayEncoder.java:65"$1$"		if (logger.isDebugEnabled() && !Hints.isLoggingSuppressed(hints)) {"
"ByteArrayEncoder.java:66"$1$"			String logPrefix = Hints.getLogPrefix(hints);"
"ByteArrayEncoder.java:67"$1$"			logger.debug(logPrefix + ""Writing "" + dataBuffer.readableByteCount() + "" bytes"");"
"ByteArrayEncoder.java:68"$1$"		}"
"ByteArrayEncoder.java:69"$0$"		return dataBuffer;"
"ByteArrayEncoder.java:70"$0$"	}"
"ByteArrayEncoder.java:71"$0$""
"ByteArrayEncoder.java:72"$0$"}"
"AbstractStaxHandler.java:1"$0$"/*"
"AbstractStaxHandler.java:2"$0$" * Copyright 2002-2017 the original author or authors."
"AbstractStaxHandler.java:3"$0$" *"
"AbstractStaxHandler.java:4"$0$" * Licensed under the Apache License, Version 2.0 (the ""License"");"
"AbstractStaxHandler.java:5"$0$" * you may not use this file except in compliance with the License."
"AbstractStaxHandler.java:6"$0$" * You may obtain a copy of the License at"
"AbstractStaxHandler.java:7"$0$" *"
"AbstractStaxHandler.java:8"$0$" *      https://www.apache.org/licenses/LICENSE-2.0"
"AbstractStaxHandler.java:9"$0$" *"
"AbstractStaxHandler.java:10"$0$" * Unless required by applicable law or agreed to in writing, software"
"AbstractStaxHandler.java:11"$0$" * distributed under the License is distributed on an ""AS IS"" BASIS,"
"AbstractStaxHandler.java:12"$0$" * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied."
"AbstractStaxHandler.java:13"$0$" * See the License for the specific language governing permissions and"
"AbstractStaxHandler.java:14"$0$" * limitations under the License."
"AbstractStaxHandler.java:15"$0$" */"
"AbstractStaxHandler.java:16"$0$""
"AbstractStaxHandler.java:17"$0$"package org.springframework.util.xml;"
"AbstractStaxHandler.java:18"$0$""
"AbstractStaxHandler.java:19"$0$"import java.util.ArrayList;"
"AbstractStaxHandler.java:20"$0$"import java.util.HashMap;"
"AbstractStaxHandler.java:21"$0$"import java.util.List;"
"AbstractStaxHandler.java:22"$0$"import java.util.Map;"
"AbstractStaxHandler.java:23"$0$""
"AbstractStaxHandler.java:24"$0$"import javax.xml.XMLConstants;"
"AbstractStaxHandler.java:25"$0$"import javax.xml.namespace.QName;"
"AbstractStaxHandler.java:26"$0$"import javax.xml.stream.XMLStreamException;"
"AbstractStaxHandler.java:27"$0$""
"AbstractStaxHandler.java:28"$0$"import org.xml.sax.Attributes;"
"AbstractStaxHandler.java:29"$0$"import org.xml.sax.ContentHandler;"
"AbstractStaxHandler.java:30"$0$"import org.xml.sax.SAXException;"
"AbstractStaxHandler.java:31"$0$"import org.xml.sax.ext.LexicalHandler;"
"AbstractStaxHandler.java:32"$0$""
"AbstractStaxHandler.java:33"$0$"import org.springframework.lang.Nullable;"
"AbstractStaxHandler.java:34"$0$""
"AbstractStaxHandler.java:35"$0$"/**"
"AbstractStaxHandler.java:36"$1$" * Abstract base class for SAX {@code ContentHandler} and {@code LexicalHandler}"
"AbstractStaxHandler.java:37"$0$" * implementations that use StAX as a basis. All methods delegate to internal template"
"AbstractStaxHandler.java:38"$1$" * methods, capable of throwing a {@code XMLStreamException}. Additionally, an namespace"
"AbstractStaxHandler.java:39"$0$" * context stack is used to keep track of declared namespaces."
"AbstractStaxHandler.java:40"$0$" *"
"AbstractStaxHandler.java:41"$0$" * @author Arjen Poutsma"
"AbstractStaxHandler.java:42"$0$" * @since 4.0.3"
"AbstractStaxHandler.java:43"$0$" */"
"AbstractStaxHandler.java:44"$1$"abstract class AbstractStaxHandler implements ContentHandler, LexicalHandler {"
"AbstractStaxHandler.java:45"$1$""
"AbstractStaxHandler.java:46"$1$"	private final List<Map<String, String>> namespaceMappings = new ArrayList<>();"
"AbstractStaxHandler.java:47"$1$""
"AbstractStaxHandler.java:48"$1$"	private boolean inCData;"
"AbstractStaxHandler.java:49"$1$""
"AbstractStaxHandler.java:50"$1$""
"AbstractStaxHandler.java:51"$1$"	@Override"
"AbstractStaxHandler.java:52"$1$"	public final void startDocument() throws SAXException {"
"AbstractStaxHandler.java:53"$1$"		removeAllNamespaceMappings();"
"AbstractStaxHandler.java:54"$1$"		newNamespaceMapping();"
"AbstractStaxHandler.java:55"$1$"		try {"
"AbstractStaxHandler.java:56"$1$"			startDocumentInternal();"
"AbstractStaxHandler.java:57"$1$"		}"
"AbstractStaxHandler.java:58"$1$"		catch (XMLStreamException ex) {"
"AbstractStaxHandler.java:59"$1$"			throw new SAXException(""Could not handle startDocument: "" + ex.getMessage(), ex);"
"AbstractStaxHandler.java:60"$1$"		}"
"AbstractStaxHandler.java:61"$0$"	}"
"AbstractStaxHandler.java:62"$0$""
"AbstractStaxHandler.java:63"$0$"	@Override"
"AbstractStaxHandler.java:64"$1$"	public final void endDocument() throws SAXException {"
"AbstractStaxHandler.java:65"$1$"		removeAllNamespaceMappings();"
"AbstractStaxHandler.java:66"$1$"		try {"
"AbstractStaxHandler.java:67"$1$"			endDocumentInternal();"
"AbstractStaxHandler.java:68"$1$"		}"
"AbstractStaxHandler.java:69"$1$"		catch (XMLStreamException ex) {"
"AbstractStaxHandler.java:70"$1$"			throw new SAXException(""Could not handle endDocument: "" + ex.getMessage(), ex);"
"AbstractStaxHandler.java:71"$1$"		}"
"AbstractStaxHandler.java:72"$0$"	}"
"AbstractStaxHandler.java:73"$0$""
"AbstractStaxHandler.java:74"$0$"	@Override"
"AbstractStaxHandler.java:75"$1$"	public final void startPrefixMapping(String prefix, String uri) {"
"AbstractStaxHandler.java:76"$1$"		currentNamespaceMapping().put(prefix, uri);"
"AbstractStaxHandler.java:77"$1$"	}"
"AbstractStaxHandler.java:78"$0$""
"AbstractStaxHandler.java:79"$0$"	@Override"
"AbstractStaxHandler.java:80"$1$"	public final void endPrefixMapping(String prefix) {"
"AbstractStaxHandler.java:81"$1$"	}"
"AbstractStaxHandler.java:82"$0$""
"AbstractStaxHandler.java:83"$0$"	@Override"
"AbstractStaxHandler.java:84"$1$"	public final void startElement(String uri, String localName, String qName, Attributes atts) throws SAXException {"
"AbstractStaxHandler.java:85"$1$"		try {"
"AbstractStaxHandler.java:86"$1$"			startElementInternal(toQName(uri, qName), atts, currentNamespaceMapping());"
"AbstractStaxHandler.java:87"$1$"			newNamespaceMapping();"
"AbstractStaxHandler.java:88"$1$"		}"
"AbstractStaxHandler.java:89"$1$"		catch (XMLStreamException ex) {"
"AbstractStaxHandler.java:90"$1$"			throw new SAXException(""Could not handle startElement: "" + ex.getMessage(), ex);"
"AbstractStaxHandler.java:91"$1$"		}"
"AbstractStaxHandler.java:92"$0$"	}"
"AbstractStaxHandler.java:93"$0$""
"AbstractStaxHandler.java:94"$0$"	@Override"
"AbstractStaxHandler.java:95"$1$"	public final void endElement(String uri, String localName, String qName) throws SAXException {"
"AbstractStaxHandler.java:96"$1$"		try {"
"AbstractStaxHandler.java:97"$1$"			endElementInternal(toQName(uri, qName), currentNamespaceMapping());"
"AbstractStaxHandler.java:98"$1$"			removeNamespaceMapping();"
"AbstractStaxHandler.java:99"$1$"		}"
"AbstractStaxHandler.java:100"$1$"		catch (XMLStreamException ex) {"
"AbstractStaxHandler.java:101"$1$"			throw new SAXException(""Could not handle endElement: "" + ex.getMessage(), ex);"
"AbstractStaxHandler.java:102"$1$"		}"
"AbstractStaxHandler.java:103"$0$"	}"
"AbstractStaxHandler.java:104"$0$""
"AbstractStaxHandler.java:105"$0$"	@Override"
"AbstractStaxHandler.java:106"$1$"	public final void characters(char[] ch, int start, int length) throws SAXException {"
"AbstractStaxHandler.java:107"$1$"		try {"
"AbstractStaxHandler.java:108"$1$"			String data = new String(ch, start, length);"
"AbstractStaxHandler.java:109"$1$"			if (!this.inCData) {"
"AbstractStaxHandler.java:110"$1$"				charactersInternal(data);"
"AbstractStaxHandler.java:111"$1$"			}"
"AbstractStaxHandler.java:112"$1$"			else {"
"AbstractStaxHandler.java:113"$1$"				cDataInternal(data);"
"AbstractStaxHandler.java:114"$1$"			}"
"AbstractStaxHandler.java:115"$0$"		}"
"AbstractStaxHandler.java:116"$1$"		catch (XMLStreamException ex) {"
"AbstractStaxHandler.java:117"$1$"			throw new SAXException(""Could not handle characters: "" + ex.getMessage(), ex);"
"AbstractStaxHandler.java:118"$1$"		}"
"AbstractStaxHandler.java:119"$0$"	}"
"AbstractStaxHandler.java:120"$0$""
"AbstractStaxHandler.java:121"$0$"	@Override"
"AbstractStaxHandler.java:122"$1$"	public final void ignorableWhitespace(char[] ch, int start, int length) throws SAXException {"
"AbstractStaxHandler.java:123"$1$"		try {"
"AbstractStaxHandler.java:124"$1$"			ignorableWhitespaceInternal(new String(ch, start, length));"
"AbstractStaxHandler.java:125"$1$"		}"
"AbstractStaxHandler.java:126"$1$"		catch (XMLStreamException ex) {"
"AbstractStaxHandler.java:127"$1$"			throw new SAXException("
"AbstractStaxHandler.java:128"$1$"					""Could not handle ignorableWhitespace:"" + ex.getMessage(), ex);"
"AbstractStaxHandler.java:129"$1$"		}"
"AbstractStaxHandler.java:130"$0$"	}"
"AbstractStaxHandler.java:131"$0$""
"AbstractStaxHandler.java:132"$0$"	@Override"
"AbstractStaxHandler.java:133"$1$"	public final void processingInstruction(String target, String data) throws SAXException {"
"AbstractStaxHandler.java:134"$1$"		try {"
"AbstractStaxHandler.java:135"$1$"			processingInstructionInternal(target, data);"
"AbstractStaxHandler.java:136"$1$"		}"
"AbstractStaxHandler.java:137"$1$"		catch (XMLStreamException ex) {"
"AbstractStaxHandler.java:138"$1$"			throw new SAXException(""Could not handle processingInstruction: "" + ex.getMessage(), ex);"
"AbstractStaxHandler.java:139"$1$"		}"
"AbstractStaxHandler.java:140"$0$"	}"
"AbstractStaxHandler.java:141"$0$""
"AbstractStaxHandler.java:142"$0$"	@Override"
"AbstractStaxHandler.java:143"$1$"	public final void skippedEntity(String name) throws SAXException {"
"AbstractStaxHandler.java:144"$1$"		try {"
"AbstractStaxHandler.java:145"$1$"			skippedEntityInternal(name);"
"AbstractStaxHandler.java:146"$1$"		}"
"AbstractStaxHandler.java:147"$1$"		catch (XMLStreamException ex) {"
"AbstractStaxHandler.java:148"$1$"			throw new SAXException(""Could not handle skippedEntity: "" + ex.getMessage(), ex);"
"AbstractStaxHandler.java:149"$1$"		}"
"AbstractStaxHandler.java:150"$0$"	}"
"AbstractStaxHandler.java:151"$0$""
"AbstractStaxHandler.java:152"$0$"	@Override"
"AbstractStaxHandler.java:153"$1$"	public final void startDTD(String name, @Nullable String publicId, String systemId) throws SAXException {"
"AbstractStaxHandler.java:154"$1$"		try {"
"AbstractStaxHandler.java:155"$1$"			StringBuilder builder = new StringBuilder(""<!DOCTYPE "");"
"AbstractStaxHandler.java:156"$1$"			builder.append(name);"
"AbstractStaxHandler.java:157"$1$"			if (publicId != null) {"
"AbstractStaxHandler.java:158"$1$"				builder.append("" PUBLIC \"""");"
"AbstractStaxHandler.java:159"$1$"				builder.append(publicId);"
"AbstractStaxHandler.java:160"$1$"				builder.append(""\"" \"""");"
"AbstractStaxHandler.java:161"$1$"			}"
"AbstractStaxHandler.java:162"$1$"			else {"
"AbstractStaxHandler.java:163"$1$"				builder.append("" SYSTEM \"""");"
"AbstractStaxHandler.java:164"$1$"			}"
"AbstractStaxHandler.java:165"$0$"			builder.append(systemId);"
"AbstractStaxHandler.java:166"$0$"			builder.append(""\"">"");"
"AbstractStaxHandler.java:167"$0$""
"AbstractStaxHandler.java:168"$0$"			dtdInternal(builder.toString());"
"AbstractStaxHandler.java:169"$0$"		}"
"AbstractStaxHandler.java:170"$1$"		catch (XMLStreamException ex) {"
"AbstractStaxHandler.java:171"$1$"			throw new SAXException(""Could not handle startDTD: "" + ex.getMessage(), ex);"
"AbstractStaxHandler.java:172"$1$"		}"
"AbstractStaxHandler.java:173"$0$"	}"
"AbstractStaxHandler.java:174"$0$""
"AbstractStaxHandler.java:175"$0$"	@Override"
"AbstractStaxHandler.java:176"$1$"	public final void endDTD() throws SAXException {"
"AbstractStaxHandler.java:177"$1$"	}"
"AbstractStaxHandler.java:178"$0$""
"AbstractStaxHandler.java:179"$0$"	@Override"
"AbstractStaxHandler.java:180"$1$"	public final void startCDATA() throws SAXException {"
"AbstractStaxHandler.java:181"$1$"		this.inCData = true;"
"AbstractStaxHandler.java:182"$1$"	}"
"AbstractStaxHandler.java:183"$0$""
"AbstractStaxHandler.java:184"$0$"	@Override"
"AbstractStaxHandler.java:185"$1$"	public final void endCDATA() throws SAXException {"
"AbstractStaxHandler.java:186"$1$"		this.inCData = false;"
"AbstractStaxHandler.java:187"$1$"	}"
"AbstractStaxHandler.java:188"$0$""
"AbstractStaxHandler.java:189"$0$"	@Override"
"AbstractStaxHandler.java:190"$1$"	public final void comment(char[] ch, int start, int length) throws SAXException {"
"AbstractStaxHandler.java:191"$1$"		try {"
"AbstractStaxHandler.java:192"$1$"			commentInternal(new String(ch, start, length));"
"AbstractStaxHandler.java:193"$1$"		}"
"AbstractStaxHandler.java:194"$1$"		catch (XMLStreamException ex) {"
"AbstractStaxHandler.java:195"$1$"			throw new SAXException(""Could not handle comment: "" + ex.getMessage(), ex);"
"AbstractStaxHandler.java:196"$1$"		}"
"AbstractStaxHandler.java:197"$0$"	}"
"AbstractStaxHandler.java:198"$0$""
"AbstractStaxHandler.java:199"$0$"	@Override"
"AbstractStaxHandler.java:200"$1$"	public void startEntity(String name) throws SAXException {"
"AbstractStaxHandler.java:201"$1$"	}"
"AbstractStaxHandler.java:202"$0$""
"AbstractStaxHandler.java:203"$0$"	@Override"
"AbstractStaxHandler.java:204"$1$"	public void endEntity(String name) throws SAXException {"
"AbstractStaxHandler.java:205"$1$"	}"
"AbstractStaxHandler.java:206"$0$""
"AbstractStaxHandler.java:207"$0$"	/**"
"AbstractStaxHandler.java:208"$1$"	 * Convert a namespace URI and DOM or SAX qualified name to a {@code QName}. The"
"AbstractStaxHandler.java:209"$1$"	 * qualified name can have the form {@code prefix:localname} or {@code localName}."
"AbstractStaxHandler.java:210"$0$"	 * @param namespaceUri the namespace URI"
"AbstractStaxHandler.java:211"$0$"	 * @param qualifiedName the qualified name"
"AbstractStaxHandler.java:212"$0$"	 * @return a QName"
"AbstractStaxHandler.java:213"$0$"	 */"
"AbstractStaxHandler.java:214"$1$"	protected QName toQName(String namespaceUri, String qualifiedName) {"
"AbstractStaxHandler.java:215"$1$"		int idx = qualifiedName.indexOf(':');"
"AbstractStaxHandler.java:216"$1$"		if (idx == -1) {"
"AbstractStaxHandler.java:217"$1$"			return new QName(namespaceUri, qualifiedName);"
"AbstractStaxHandler.java:218"$1$"		}"
"AbstractStaxHandler.java:219"$1$"		else {"
"AbstractStaxHandler.java:220"$1$"			String prefix = qualifiedName.substring(0, idx);"
"AbstractStaxHandler.java:221"$1$"			String localPart = qualifiedName.substring(idx + 1);"
"AbstractStaxHandler.java:222"$1$"			return new QName(namespaceUri, localPart, prefix);"
"AbstractStaxHandler.java:223"$1$"		}"
"AbstractStaxHandler.java:224"$0$"	}"
"AbstractStaxHandler.java:225"$0$""
"AbstractStaxHandler.java:226"$1$"	protected boolean isNamespaceDeclaration(QName qName) {"
"AbstractStaxHandler.java:227"$1$"		String prefix = qName.getPrefix();"
"AbstractStaxHandler.java:228"$1$"		String localPart = qName.getLocalPart();"
"AbstractStaxHandler.java:229"$1$"		return (XMLConstants.XMLNS_ATTRIBUTE.equals(localPart) && prefix.isEmpty()) ||"
"AbstractStaxHandler.java:230"$1$"				(XMLConstants.XMLNS_ATTRIBUTE.equals(prefix) && !localPart.isEmpty());"
"AbstractStaxHandler.java:231"$1$"	}"
"AbstractStaxHandler.java:232"$0$""
"AbstractStaxHandler.java:233"$0$""
"AbstractStaxHandler.java:234"$1$"	private Map<String, String> currentNamespaceMapping() {"
"AbstractStaxHandler.java:235"$1$"		return this.namespaceMappings.get(this.namespaceMappings.size() - 1);"
"AbstractStaxHandler.java:236"$1$"	}"
"AbstractStaxHandler.java:237"$0$""
"AbstractStaxHandler.java:238"$1$"	private void newNamespaceMapping() {"
"AbstractStaxHandler.java:239"$1$"		this.namespaceMappings.add(new HashMap<>());"
"AbstractStaxHandler.java:240"$1$"	}"
"AbstractStaxHandler.java:241"$0$""
"AbstractStaxHandler.java:242"$1$"	private void removeNamespaceMapping() {"
"AbstractStaxHandler.java:243"$1$"		this.namespaceMappings.remove(this.namespaceMappings.size() - 1);"
"AbstractStaxHandler.java:244"$1$"	}"
"AbstractStaxHandler.java:245"$0$""
"AbstractStaxHandler.java:246"$1$"	private void removeAllNamespaceMappings() {"
"AbstractStaxHandler.java:247"$1$"		this.namespaceMappings.clear();"
"AbstractStaxHandler.java:248"$1$"	}"
"AbstractStaxHandler.java:249"$0$""
"AbstractStaxHandler.java:250"$0$""
"AbstractStaxHandler.java:251"$0$"	protected abstract void startDocumentInternal() throws XMLStreamException;"
"AbstractStaxHandler.java:252"$0$""
"AbstractStaxHandler.java:253"$0$"	protected abstract void endDocumentInternal() throws XMLStreamException;"
"AbstractStaxHandler.java:254"$0$""
"AbstractStaxHandler.java:255"$0$"	protected abstract void startElementInternal(QName name, Attributes attributes,"
"AbstractStaxHandler.java:256"$0$"			Map<String, String> namespaceMapping) throws XMLStreamException;"
"AbstractStaxHandler.java:257"$0$""
"AbstractStaxHandler.java:258"$0$"	protected abstract void endElementInternal(QName name, Map<String, String> namespaceMapping)"
"AbstractStaxHandler.java:259"$0$"			throws XMLStreamException;"
"AbstractStaxHandler.java:260"$0$""
"AbstractStaxHandler.java:261"$0$"	protected abstract void charactersInternal(String data) throws XMLStreamException;"
"AbstractStaxHandler.java:262"$0$""
"AbstractStaxHandler.java:263"$0$"	protected abstract void cDataInternal(String data) throws XMLStreamException;"
"AbstractStaxHandler.java:264"$0$""
"AbstractStaxHandler.java:265"$0$"	protected abstract void ignorableWhitespaceInternal(String data) throws XMLStreamException;"
"AbstractStaxHandler.java:266"$0$""
"AbstractStaxHandler.java:267"$0$"	protected abstract void processingInstructionInternal(String target, String data)"
"AbstractStaxHandler.java:268"$0$"			throws XMLStreamException;"
"AbstractStaxHandler.java:269"$0$""
"AbstractStaxHandler.java:270"$0$"	protected abstract void skippedEntityInternal(String name) throws XMLStreamException;"
"AbstractStaxHandler.java:271"$0$""
"AbstractStaxHandler.java:272"$0$"	protected abstract void dtdInternal(String dtd) throws XMLStreamException;"
"AbstractStaxHandler.java:273"$0$""
"AbstractStaxHandler.java:274"$0$"	protected abstract void commentInternal(String comment) throws XMLStreamException;"
"AbstractStaxHandler.java:275"$0$""
"AbstractStaxHandler.java:276"$0$"}"
"ResourceEditor.java:1"$0$"/*"
"ResourceEditor.java:2"$0$" * Copyright 2002-2017 the original author or authors."
"ResourceEditor.java:3"$0$" *"
"ResourceEditor.java:4"$0$" * Licensed under the Apache License, Version 2.0 (the ""License"");"
"ResourceEditor.java:5"$0$" * you may not use this file except in compliance with the License."
"ResourceEditor.java:6"$0$" * You may obtain a copy of the License at"
"ResourceEditor.java:7"$0$" *"
"ResourceEditor.java:8"$0$" *      https://www.apache.org/licenses/LICENSE-2.0"
"ResourceEditor.java:9"$0$" *"
"ResourceEditor.java:10"$0$" * Unless required by applicable law or agreed to in writing, software"
"ResourceEditor.java:11"$0$" * distributed under the License is distributed on an ""AS IS"" BASIS,"
"ResourceEditor.java:12"$0$" * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied."
"ResourceEditor.java:13"$0$" * See the License for the specific language governing permissions and"
"ResourceEditor.java:14"$0$" * limitations under the License."
"ResourceEditor.java:15"$0$" */"
"ResourceEditor.java:16"$0$""
"ResourceEditor.java:17"$0$"package org.springframework.core.io;"
"ResourceEditor.java:18"$0$""
"ResourceEditor.java:19"$0$"import java.beans.PropertyEditorSupport;"
"ResourceEditor.java:20"$0$"import java.io.IOException;"
"ResourceEditor.java:21"$0$""
"ResourceEditor.java:22"$0$"import org.springframework.core.env.PropertyResolver;"
"ResourceEditor.java:23"$0$"import org.springframework.core.env.StandardEnvironment;"
"ResourceEditor.java:24"$0$"import org.springframework.lang.Nullable;"
"ResourceEditor.java:25"$0$"import org.springframework.util.Assert;"
"ResourceEditor.java:26"$0$"import org.springframework.util.StringUtils;"
"ResourceEditor.java:27"$0$""
"ResourceEditor.java:28"$0$"/**"
"ResourceEditor.java:29"$1$" * {@link java.beans.PropertyEditor Editor} for {@link Resource}"
"ResourceEditor.java:30"$1$" * descriptors, to automatically convert {@code String} locations"
"ResourceEditor.java:31"$1$" * e.g. {@code file:C:/myfile.txt} or {@code classpath:myfile.txt} to"
"ResourceEditor.java:32"$1$" * {@code Resource} properties instead of using a {@code String} location property."
"ResourceEditor.java:33"$0$" *"
"ResourceEditor.java:34"$1$" * <p>The path may contain {@code ${...}} placeholders, to be"
"ResourceEditor.java:35"$1$" * resolved as {@link org.springframework.core.env.Environment} properties:"
"ResourceEditor.java:36"$1$" * e.g. {@code ${user.dir}}. Unresolvable placeholders are ignored by default."
"ResourceEditor.java:37"$0$" *"
"ResourceEditor.java:38"$1$" * <p>Delegates to a {@link ResourceLoader} to do the heavy lifting,"
"ResourceEditor.java:39"$1$" * by default using a {@link DefaultResourceLoader}."
"ResourceEditor.java:40"$0$" *"
"ResourceEditor.java:41"$0$" * @author Juergen Hoeller"
"ResourceEditor.java:42"$0$" * @author Dave Syer"
"ResourceEditor.java:43"$0$" * @author Chris Beams"
"ResourceEditor.java:44"$0$" * @since 28.12.2003"
"ResourceEditor.java:45"$0$" * @see Resource"
"ResourceEditor.java:46"$0$" * @see ResourceLoader"
"ResourceEditor.java:47"$0$" * @see DefaultResourceLoader"
"ResourceEditor.java:48"$0$" * @see PropertyResolver#resolvePlaceholders"
"ResourceEditor.java:49"$0$" */"
"ResourceEditor.java:50"$1$"public class ResourceEditor extends PropertyEditorSupport {"
"ResourceEditor.java:51"$1$""
"ResourceEditor.java:52"$1$"	private final ResourceLoader resourceLoader;"
"ResourceEditor.java:53"$1$""
"ResourceEditor.java:54"$1$"	@Nullable"
"ResourceEditor.java:55"$1$"	private PropertyResolver propertyResolver;"
"ResourceEditor.java:56"$1$""
"ResourceEditor.java:57"$1$"	private final boolean ignoreUnresolvablePlaceholders;"
"ResourceEditor.java:58"$1$""
"ResourceEditor.java:59"$1$""
"ResourceEditor.java:60"$1$"	/**"
"ResourceEditor.java:61"$1$"	 * Create a new instance of the {@link ResourceEditor} class"
"ResourceEditor.java:62"$1$"	 * using a {@link DefaultResourceLoader} and {@link StandardEnvironment}."
"ResourceEditor.java:63"$1$"	 */"
"ResourceEditor.java:64"$1$"	public ResourceEditor() {"
"ResourceEditor.java:65"$1$"		this(new DefaultResourceLoader(), null);"
"ResourceEditor.java:66"$1$"	}"
"ResourceEditor.java:67"$0$""
"ResourceEditor.java:68"$0$"	/**"
"ResourceEditor.java:69"$1$"	 * Create a new instance of the {@link ResourceEditor} class"
"ResourceEditor.java:70"$1$"	 * using the given {@link ResourceLoader} and {@link PropertyResolver}."
"ResourceEditor.java:71"$1$"	 * @param resourceLoader the {@code ResourceLoader} to use"
"ResourceEditor.java:72"$1$"	 * @param propertyResolver the {@code PropertyResolver} to use"
"ResourceEditor.java:73"$0$"	 */"
"ResourceEditor.java:74"$1$"	public ResourceEditor(ResourceLoader resourceLoader, @Nullable PropertyResolver propertyResolver) {"
"ResourceEditor.java:75"$1$"		this(resourceLoader, propertyResolver, true);"
"ResourceEditor.java:76"$1$"	}"
"ResourceEditor.java:77"$0$""
"ResourceEditor.java:78"$0$"	/**"
"ResourceEditor.java:79"$1$"	 * Create a new instance of the {@link ResourceEditor} class"
"ResourceEditor.java:80"$1$"	 * using the given {@link ResourceLoader}."
"ResourceEditor.java:81"$1$"	 * @param resourceLoader the {@code ResourceLoader} to use"
"ResourceEditor.java:82"$1$"	 * @param propertyResolver the {@code PropertyResolver} to use"
"ResourceEditor.java:83"$0$"	 * @param ignoreUnresolvablePlaceholders whether to ignore unresolvable placeholders"
"ResourceEditor.java:84"$1$"	 * if no corresponding property could be found in the given {@code propertyResolver}"
"ResourceEditor.java:85"$0$"	 */"
"ResourceEditor.java:86"$0$"	public ResourceEditor(ResourceLoader resourceLoader, @Nullable PropertyResolver propertyResolver,"
"ResourceEditor.java:87"$1$"			boolean ignoreUnresolvablePlaceholders) {"
"ResourceEditor.java:88"$1$""
"ResourceEditor.java:89"$1$"		Assert.notNull(resourceLoader, ""ResourceLoader must not be null"");"
"ResourceEditor.java:90"$1$"		this.resourceLoader = resourceLoader;"
"ResourceEditor.java:91"$1$"		this.propertyResolver = propertyResolver;"
"ResourceEditor.java:92"$1$"		this.ignoreUnresolvablePlaceholders = ignoreUnresolvablePlaceholders;"
"ResourceEditor.java:93"$1$"	}"
"ResourceEditor.java:94"$0$""
"ResourceEditor.java:95"$0$""
"ResourceEditor.java:96"$0$"	@Override"
"ResourceEditor.java:97"$1$"	public void setAsText(String text) {"
"ResourceEditor.java:98"$1$"		if (StringUtils.hasText(text)) {"
"ResourceEditor.java:99"$1$"			String locationToUse = resolvePath(text).trim();"
"ResourceEditor.java:100"$1$"			setValue(this.resourceLoader.getResource(locationToUse));"
"ResourceEditor.java:101"$1$"		}"
"ResourceEditor.java:102"$1$"		else {"
"ResourceEditor.java:103"$1$"			setValue(null);"
"ResourceEditor.java:104"$1$"		}"
"ResourceEditor.java:105"$0$"	}"
"ResourceEditor.java:106"$0$""
"ResourceEditor.java:107"$0$"	/**"
"ResourceEditor.java:108"$0$"	 * Resolve the given path, replacing placeholders with corresponding"
"ResourceEditor.java:109"$1$"	 * property values from the {@code environment} if necessary."
"ResourceEditor.java:110"$0$"	 * @param path the original file path"
"ResourceEditor.java:111"$0$"	 * @return the resolved file path"
"ResourceEditor.java:112"$0$"	 * @see PropertyResolver#resolvePlaceholders"
"ResourceEditor.java:113"$0$"	 * @see PropertyResolver#resolveRequiredPlaceholders"
"ResourceEditor.java:114"$0$"	 */"
"ResourceEditor.java:115"$1$"	protected String resolvePath(String path) {"
"ResourceEditor.java:116"$1$"		if (this.propertyResolver == null) {"
"ResourceEditor.java:117"$1$"			this.propertyResolver = new StandardEnvironment();"
"ResourceEditor.java:118"$1$"		}"
"ResourceEditor.java:119"$0$"		return (this.ignoreUnresolvablePlaceholders ? this.propertyResolver.resolvePlaceholders(path) :"
"ResourceEditor.java:120"$0$"				this.propertyResolver.resolveRequiredPlaceholders(path));"
"ResourceEditor.java:121"$0$"	}"
"ResourceEditor.java:122"$0$""
"ResourceEditor.java:123"$0$""
